tag,aNCSS,aCC,aFunctions,sNCSS,sCCN,sFunctions
0.2.4,139.1603305785124,23.99834710743801,7.279338842975206,84192,14519,4404
0.3.1,142.71311475409837,24.618032786885244,7.516393442622951,87055,15017,4585
0.4.0,146.10500807754445,25.365105008077546,7.875605815831987,90439,15701,4875
0.4.1,146.11308562197092,25.366720516962843,7.875605815831987,90444,15702,4875
0.4.2,146.11308562197092,25.366720516962843,7.875605815831987,90444,15702,4875
0.5.0,147.67777777777778,25.711111111111112,7.898412698412699,93037,16198,4976
0.5.1,147.45569620253164,25.65506329113924,7.878164556962025,93192,16214,4979
0.6.0,147.94565217391303,25.850931677018632,7.914596273291925,95277,16648,5097
0.6.1,147.95962732919256,25.85248447204969,7.914596273291925,95286,16649,5097
0.6.2,147.7422839506173,25.820987654320987,7.904320987654321,95737,16732,5122
0.6.3,148.10956790123456,25.896604938271604,7.929012345679013,95975,16781,5138
0.6.4,148.125,25.90432098765432,7.929012345679013,95985,16786,5138
0.7.1,151.0862800565771,26.154172560113157,7.978783592644978,106818,18491,5641
0.7.2,151.08769448373408,26.154172560113157,7.978783592644978,106819,18491,5641
0.7.3,151.23903818953323,26.193776520509196,7.985855728429986,106926,18519,5646
0.8.0,149.9187675070028,26.291316526610643,7.897759103641457,107042,18772,5639
0.8.1,149.85434173669466,26.27170868347339,7.896358543417367,106996,18758,5638
0.8.2,150.124649859944,26.3515406162465,7.911764705882353,107189,18815,5649
0.8.3,150.23949579831933,26.38235294117647,7.917366946778712,107271,18837,5653
0.9.0,147.1095541401274,25.477707006369428,7.77452229299363,115481,20000,6103
0.9.1,147.25732484076434,25.505732484076432,7.778343949044586,115597,20022,6106
0.10.0,154.1425,27.5275,8.14625,123314,22022,6517
0.10.1,154.14125,27.5275,8.14625,123313,22022,6517
0.11.0,156.726609963548,27.822600243013365,8.243013365735115,128986,22898,6784
0.11.1,156.74848116646416,27.83232077764277,8.245443499392467,129004,22906,6786
0.11.2,156.88213851761847,27.86512758201701,8.251518833535844,129114,22933,6791
0.11.3,156.68121212121213,27.842424242424244,8.231515151515152,129262,22970,6791
0.11.4,158.28019323671498,28.1219806763285,8.328502415458937,131056,23285,6896
0.12.0,161.53626634958383,28.657550535077288,8.500594530321047,135852,24101,7149
0.12.1,165.02830188679246,29.29834905660377,8.700471698113208,139944,24845,7378
0.12.2,165.27122641509433,29.34551886792453,8.709905660377359,140150,24885,7386
0.12.3,165.4174528301887,29.370283018867923,8.714622641509434,140274,24906,7390
0.12.4,165.42688679245282,29.37264150943396,8.715801886792454,140282,24908,7391
0.13.0,167.92699884125145,29.98146002317497,8.811123986095017,144921,25874,7604
0.13.1,168.1205098493627,30.035921205098493,8.819235225955968,145088,25921,7611
0.13.2,168.13904982618772,30.03823870220162,8.819235225955968,145104,25923,7611
0.13.3,168.375,30.077546296296298,8.831018518518519,145476,25987,7630
0.13.4,168.37847222222223,30.07986111111111,8.831018518518519,145479,25989,7630
0.14.0,169.29697624190064,29.987041036717063,8.862850971922246,156769,27768,8207
0.14.1,169.30345572354213,29.9902807775378,8.862850971922246,156775,27771,8207
0.14.2,169.65658747300216,30.08099352051836,8.871490280777538,157102,27855,8215
0.15.0,171.25993555316865,30.37593984962406,8.957035445757251,159443,28280,8339
0.15.1,171.26208378088077,30.377013963480128,8.954887218045112,159445,28281,8337
0.15.2,171.26852846401718,30.377013963480128,8.954887218045112,159451,28281,8337
0.15.3,171.57860962566846,30.418181818181814,8.97005347593583,160426,28441,8387
0.15.4,171.5860962566845,30.42139037433155,8.97005347593583,160433,28444,8387
0.16.0,172.64693446088796,30.66490486257928,9.056025369978858,163324,29009,8567
0.16.1,172.64693446088796,30.66384778012685,9.056025369978858,163324,29008,8567
0.16.2,172.6923890063425,30.667019027484145,9.05708245243129,163367,29011,8568
0.16.3,169.5749235474006,29.90112130479103,8.881753312945973,166353,29333,8713
0.16.4,169.5728848114169,29.900101936799185,8.881753312945973,166351,29332,8713
0.16.5,169.58103975535167,29.90316004077472,8.881753312945973,166359,29335,8713
0.16.6,167.62662662662663,29.55655655655656,8.796796796796796,167459,29527,8788
17.0.0,169.25501432664757,29.598853868194844,8.751671442215855,177210,30990,9163
17.0.1,169.2951289398281,29.61700095510984,8.754536771728748,177252,31009,9166
17.0.2,169.2951289398281,29.61700095510984,8.754536771728748,177252,31009,9166
18.0.0,169.59082397003746,29.600187265917604,8.73876404494382,181123,31613,9333
18.0.1,159.74061990212073,27.66394779771615,7.988580750407831,195842,33916,9794
18.0.2,159.4983844911147,27.74151857835218,7.987075928917609,197459,34344,9888
19.0.0,161.31942215088282,28.10192616372392,8.057784911717496,201004,35015,10040
19.0.1,161.3394863563403,28.1107544141252,8.059390048154093,201029,35026,10042
19.0.2,161.34430176565007,28.1107544141252,8.059390048154093,201035,35026,10042
19.0.3,161.49036918138043,28.142857142857142,8.062600321027288,201217,35066,10046
20.0.0,162.93147410358566,28.52191235059761,8.13625498007968,204479,35795,10211
20.0.1,162.9370517928287,28.52828685258964,8.137051792828686,204486,35803,10212
20.1.0,163.716323296355,28.66244057052298,8.17987321711569,206610,36172,10323
20.1.1,163.6349960411718,28.646872525732384,8.174980205859066,206671,36181,10325
